season,team,match_location,outcome,outcome_binary,final_points_absolute,final_points_relative,abs_carries,abs_metres_made,abs_defenders_beaten,abs_clean_breaks,abs_offloads,abs_passes,abs_turnovers_conceded,abs_turnovers_won,abs_kicks_from_hand,abs_kick_metres,abs_scrums_won,abs_rucks_won,abs_lineout_throws_lost,abs_lineout_throws_won,abs_tackles,abs_missed_tackles,abs_penalties_conceded,abs_scrum_pens_conceded,abs_lineout_pens_conceded,abs_general_play_pens_conceded,abs_free_kicks_conceded,abs_ruck_maul_tackle_pen_con,abs_red_cards,abs_yellow_cards,rel_carries,rel_metres_made,rel_defenders_beaten,rel_clean_breaks,rel_offloads,rel_passes,rel_turnovers_conceded,rel_turnovers_won,rel_kicks_from_hand,rel_kick_metres,rel_scrums_won,rel_rucks_won,rel_lineout_throws_lost,rel_lineout_throws_won,rel_tackles,rel_missed_tackles,rel_penalties_conceded,rel_scrum_pens_conceded,rel_lineout_pens_conceded,rel_general_play_pens_conceded,rel_free_kicks_conceded,rel_ruck_maul_tackle_pen_con,rel_red_cards,rel_yellow_cards
21/22,Dragons RFC,home,loss,0,14,-16,100,290,17,4,3,154,16,4,19,559,5,11,0,7,197,25,17,3,3,0,1,2,0,0,-54,-130,-8,-3,-8,-55,3,-7,-9,-235,1,7,-2,-12,70,8,10,2,2,-3,-1,1,0,0
21/22,Edinburgh Rugby,away,win,1,30,16,154,420,25,7,11,209,13,11,28,794,4,4,2,19,127,17,7,1,1,3,2,1,0,0,54,130,8,3,8,55,-3,7,9,235,-1,-7,2,12,-70,-8,-10,-2,-2,3,1,-1,0,0
21/22,Vodacom Bulls,home,win,1,29,5,105,411,26,4,17,132,11,6,22,704,1,4,2,13,118,3,8,1,0,4,0,1,1,0,13,181,23,3,7,17,3,2,3,-95,-3,-2,-3,3,15,-23,-4,1,0,-3,0,-3,1,-1
21/22,Munster Rugby,away,loss,0,24,-5,92,230,3,1,10,115,8,4,19,799,4,6,5,10,103,26,12,0,0,7,0,4,0,1,-13,-181,-23,-3,-7,-17,-3,-2,-3,95,3,2,3,-3,-15,23,4,-1,0,3,0,3,-1,1
21/22,Ulster Rugby,away,win,1,20,10,147,335,23,3,7,152,6,7,27,748,3,7,2,16,190,20,11,0,0,2,0,3,0,0,-3,-9,3,-2,1,-33,-4,-2,7,91,2,-2,1,2,-22,-3,-4,0,0,0,0,-1,0,0
21/22,Leinster Rugby,home,loss,0,10,-10,150,344,20,5,6,185,10,9,20,657,1,9,1,14,212,23,15,0,0,2,0,4,0,0,3,9,-3,2,-1,33,4,2,-7,-91,-2,2,-1,-2,22,3,4,0,0,0,0,1,0,0
21/22,Cardiff Rugby,away,loss,0,20,-17,98,248,8,1,9,134,11,4,16,643,6,6,1,16,111,10,12,1,1,5,0,2,0,1,-4,-59,-2,-1,0,-16,2,-2,-5,-305,4,3,-1,3,0,2,-1,-2,0,4,-3,1,0,1
21/22,Emirates Lions,home,win,1,37,17,102,307,10,2,9,150,9,6,21,948,2,3,2,13,111,8,13,3,1,1,3,1,0,0,4,59,2,1,0,16,-2,2,5,305,-4,-3,1,-3,0,-2,1,2,0,-4,3,-1,0,-1
21/22,Vodacom Bulls,home,win,1,57,45,126,675,30,12,21,123,14,5,19,832,5,4,2,10,97,12,8,2,0,0,1,3,0,0,34,406,18,11,12,-12,2,-3,4,116,-4,1,-2,-1,-21,-18,-4,-1,0,-3,1,0,0,-1
21/22,Scarlets,away,loss,0,12,-45,92,269,12,1,9,135,12,8,15,716,9,3,4,11,118,30,12,3,0,3,0,3,0,1,-34,-406,-18,-11,-12,12,-2,3,-4,-116,4,-1,2,1,21,18,4,1,0,3,-1,0,0,1
21/22,Benetton Rugby,away,loss,0,10,-14,107,266,13,3,17,127,15,8,17,739,6,8,0,13,105,25,15,1,1,4,0,5,0,1,4,-132,-11,-4,5,0,2,-2,-2,-12,1,0,-3,-1,-30,12,2,-1,0,2,-1,4,0,1
21/22,Edinburgh Rugby,home,win,1,24,14,103,398,24,7,12,127,13,10,19,751,5,8,3,14,135,13,13,2,1,2,1,1,0,0,-4,132,11,4,-5,0,-2,2,2,12,-1,0,3,1,30,-12,-2,1,0,-2,1,-4,0,-1
21/22,Leinster Rugby,home,win,1,47,28,103,480,20,7,7,129,17,6,23,930,4,3,0,13,193,23,14,4,0,5,2,3,0,0,-54,74,-3,2,-9,-61,5,0,3,44,-2,-4,0,-1,71,2,2,2,-1,3,1,1,0,0
21/22,Connacht Rugby,away,loss,0,19,-28,157,406,23,5,16,190,12,6,20,886,6,7,0,14,122,21,12,2,1,2,1,2,0,0,54,-74,3,-2,9,61,-5,0,-3,-44,2,4,0,1,-71,-2,-2,-2,1,-3,-1,-1,0,0
21/22,Zebre Parma,away,loss,0,6,-32,88,261,13,1,9,78,12,9,23,752,10,8,4,8,132,15,16,2,0,5,0,2,0,2,-25,-267,-2,-8,-8,-83,-8,0,6,47,7,3,2,-11,44,2,2,0,-2,2,-1,0,0,1
21/22,Hollywoodbets Sharks,home,win,1,38,32,113,528,15,9,17,161,20,9,17,705,3,5,2,19,88,13,14,2,2,3,1,2,0,1,25,267,2,8,8,83,8,0,-6,-47,-7,-3,-2,11,-44,-2,-2,0,2,-2,1,0,0,-1
21/22,Ospreys,home,win,1,19,6,77,140,8,1,5,93,6,10,25,830,9,10,1,7,233,18,12,0,0,3,0,4,0,1,-104,-292,-10,-2,-12,-126,-6,5,4,238,7,-2,0,-11,137,10,-1,-5,0,2,-1,1,0,1
21/22,Ulster Rugby,away,loss,0,13,-6,181,432,18,3,17,219,12,5,21,592,2,12,1,18,96,8,13,5,0,1,1,3,0,0,104,292,10,2,12,126,6,-5,-4,-238,-7,2,0,11,-137,-10,1,5,0,-2,1,-1,0,-1
21/22,Emirates Lions,home,win,1,23,2,88,285,16,5,8,119,11,8,20,995,4,7,2,13,147,9,6,2,0,1,0,0,0,0,-54,-19,7,4,-15,-50,1,1,2,328,0,-1,1,4,48,-7,-6,-1,0,-1,0,-1,0,0
21/22,Munster Rugby,away,loss,0,21,-2,142,304,9,1,23,169,10,7,18,667,4,8,1,9,99,16,12,3,0,2,0,1,0,0,54,19,-7,-4,15,50,-1,-1,-2,-328,0,1,-1,-4,-48,7,6,1,0,1,0,1,0,0
21/22,Glasgow Warriors,home,win,1,33,19,136,570,25,11,12,147,13,4,21,835,4,6,3,16,130,9,13,1,1,3,2,0,0,0,37,303,16,9,8,36,5,-4,-4,-42,0,4,1,5,-29,-16,2,1,0,-1,2,0,0,0
21/22,Dragons RFC,away,loss,0,14,-19,99,267,9,2,4,111,8,8,25,877,4,2,2,11,159,25,11,0,1,4,0,0,0,0,-37,-303,-16,-9,-8,-36,-5,4,4,42,0,-4,-1,-5,29,16,-2,-1,0,1,-2,0,0,0
21/22,Cardiff Rugby,away,loss,0,3,-37,41,113,10,0,0,40,12,9,24,839,14,6,1,9,89,19,13,3,0,4,1,3,0,0,-58,-393,-9,-9,-15,-88,-7,3,4,49,9,2,-3,-7,39,9,8,1,0,2,0,3,0,0
21/22,DHL Stormers,home,win,1,40,37,99,506,19,9,15,128,19,6,20,790,5,4,4,16,50,10,5,2,0,2,1,0,0,0,58,393,9,9,15,88,7,-3,-4,-49,-9,-2,3,7,-39,-9,-8,-1,0,-2,0,-3,0,0
21/22,Benetton Rugby,away,win,1,39,25,93,434,25,7,13,109,15,12,28,1000,3,4,5,11,119,9,14,5,1,1,3,1,0,0,-5,10,16,5,6,-15,1,5,10,190,-2,-3,-1,1,35,-16,-2,4,0,-1,2,-2,0,-1
21/22,Zebre Parma,home,loss,0,14,-25,98,424,9,2,7,124,14,7,18,810,5,7,6,10,84,25,16,1,1,2,1,3,0,1,5,-10,-16,-5,-6,15,-1,-5,-10,-190,2,3,1,-1,-35,16,2,-4,0,1,-2,2,0,1
21/22,Cardiff Rugby,home,loss,0,14,-35,94,321,17,4,11,127,13,6,15,693,8,8,4,4,152,18,13,1,1,0,0,1,0,2,-60,-86,-1,-3,-6,-42,3,-3,-9,-262,0,5,2,-9,74,1,7,0,1,-2,0,-1,0,2
21/22,Scarlets,away,win,1,49,35,154,407,18,7,17,169,10,9,24,955,8,3,2,13,78,17,6,1,0,2,0,2,0,0,60,86,1,3,6,42,-3,3,9,262,0,-5,-2,9,-74,-1,-7,0,-1,2,0,1,0,-2
21/22,Ulster Rugby,home,win,1,32,20,128,448,32,8,9,183,13,9,23,626,9,11,3,11,121,19,9,1,0,1,1,1,0,0,30,194,13,5,6,50,-1,-1,5,-36,2,1,3,-3,-19,-13,-6,0,0,-4,1,-3,0,-2
21/22,Connacht Rugby,away,loss,0,12,-20,98,254,19,3,3,133,14,10,18,662,7,10,0,14,140,32,15,1,0,5,0,4,0,2,-30,-194,-13,-5,-6,-50,1,1,-5,36,-2,-1,-3,3,19,13,6,0,0,4,-1,3,0,2
21/22,Ospreys,home,win,1,50,19,113,407,19,4,12,167,15,7,32,976,3,4,0,10,118,15,9,1,0,2,0,2,0,0,6,57,4,0,4,18,0,3,7,-31,-2,-4,-5,-2,-16,-4,-2,-2,0,0,0,0,0,-1
21/22,Dragons RFC,away,loss,0,31,-19,107,350,15,4,8,149,15,4,25,1007,5,8,5,12,134,19,11,3,0,2,0,2,0,1,-6,-57,-4,0,-4,-18,0,-3,-7,31,2,4,5,2,16,4,2,2,0,0,0,0,0,1
21/22,Leinster Rugby,away,win,1,34,15,134,328,7,3,6,198,6,6,29,1253,5,2,1,12,154,8,11,0,0,6,0,4,0,0,22,67,-1,2,0,61,-6,3,3,279,0,-2,0,8,-37,1,3,0,0,2,0,-1,0,0
21/22,Munster Rugby,home,loss,0,19,-15,112,261,8,1,6,137,12,3,26,974,5,4,1,4,191,7,8,0,0,4,0,5,0,0,-22,-67,1,-2,0,-61,6,-3,-3,-279,0,2,0,-8,37,-1,-3,0,0,-2,0,1,0,0
21/22,Edinburgh Rugby,away,loss,0,17,-13,110,283,11,2,6,107,13,7,14,738,3,6,1,16,141,14,13,2,0,2,1,2,0,0,7,-12,-3,-1,-2,-5,9,0,-6,-288,-3,1,-1,9,-27,3,0,1,-1,0,0,1,0,0
21/22,Glasgow Warriors,home,win,1,30,13,103,295,14,3,8,112,4,7,20,1026,6,5,2,7,168,11,13,1,1,2,1,1,0,0,-7,12,3,1,2,5,-9,0,6,288,3,-1,1,-9,27,-3,0,-1,1,0,0,-1,0,0
21/22,Cardiff Rugby,away,win,1,19,1,93,342,10,4,5,116,6,10,24,765,4,4,1,8,103,16,14,4,0,2,1,0,1,0,5,102,-6,2,-1,4,-8,4,5,-134,-2,-2,0,-8,18,6,3,3,0,-1,1,-2,0,0
21/22,Dragons RFC,home,loss,0,18,-1,88,240,16,2,6,112,14,6,19,899,6,6,1,16,85,10,11,1,0,3,0,2,1,0,-5,-102,6,-2,1,-4,8,-4,-5,134,2,2,0,8,-18,-6,-3,-3,0,1,-1,2,0,0
21/22,Munster Rugby,away,loss,0,8,-2,64,201,3,2,1,45,9,10,28,931,3,2,1,8,139,13,19,1,1,2,1,2,0,2,-67,-171,-10,-3,-11,-122,-1,6,6,181,-4,-3,-2,-12,59,10,5,0,1,-2,0,0,0,0
21/22,Connacht Rugby,home,win,1,10,2,131,372,13,5,12,167,10,4,22,750,7,5,3,20,80,3,14,1,0,4,1,2,0,2,67,171,10,3,11,122,1,-6,-6,-181,4,3,2,12,-59,-10,-5,0,-1,2,0,0,0,0
21/22,Ospreys,away,loss,0,19,-3,90,247,14,4,12,116,13,8,23,898,5,10,1,12,138,15,10,0,0,4,0,1,0,0,-52,-81,-1,-3,-7,-64,-4,1,-3,-14,1,2,-3,-1,33,1,-3,-3,-2,1,-2,1,0,0
21/22,Scarlets,home,win,1,22,3,142,328,15,7,19,180,17,7,26,912,4,8,4,13,105,14,13,3,2,3,2,0,0,0,52,81,1,3,7,64,4,-1,3,14,-1,-2,3,1,-33,-1,3,3,2,-1,2,-1,0,0
21/22,Leinster Rugby,away,loss,0,13,-5,147,257,9,2,3,137,10,5,42,1607,5,3,4,10,133,12,11,1,2,2,2,1,0,0,48,-5,-3,0,-2,39,2,-1,1,106,-2,-3,1,0,-78,3,2,1,2,-3,1,-2,0,0
21/22,Ulster Rugby,home,win,1,18,5,99,262,12,2,5,98,8,6,41,1501,7,6,3,10,211,9,9,0,0,5,1,3,0,0,-48,5,3,0,2,-39,-2,1,-1,-106,2,3,-1,0,78,-3,-2,-1,-2,3,-1,2,0,0
21/22,Benetton Rugby,home,win,1,39,22,85,419,19,8,7,88,10,5,31,1063,2,5,0,15,66,10,14,2,0,4,1,2,0,1,13,162,9,5,-3,-12,-2,1,11,166,-4,-1,0,-2,-16,-9,1,-1,0,1,0,2,0,1
21/22,Zebre Parma,away,loss,0,17,-22,72,257,10,3,10,100,12,4,20,897,6,6,0,17,82,19,13,3,0,3,1,0,0,0,-13,-162,-9,-5,3,12,2,-1,-11,-166,4,1,0,2,16,9,-1,1,0,-1,0,-2,0,-1
21/22,Edinburgh Rugby,home,win,1,28,17,104,389,18,7,8,124,5,9,29,788,3,4,0,12,167,17,11,1,1,2,1,3,0,0,-23,28,1,4,-2,-56,-8,3,15,247,1,-2,0,1,34,-1,-2,0,1,-2,1,1,0,-1
21/22,Glasgow Warriors,away,loss,0,11,-17,127,361,17,3,10,180,13,6,14,541,2,6,0,11,133,18,13,1,0,4,0,2,0,1,23,-28,-1,-4,2,56,8,-3,-15,-247,-1,2,0,-1,-34,1,2,0,-1,2,-1,-1,0,1
21/22,Emirates Lions,away,loss,0,13,-8,111,409,23,4,6,116,18,10,22,1037,5,4,1,14,144,17,9,2,0,2,1,4,0,0,-30,-65,6,-2,-13,-104,2,2,-1,-19,0,-3,0,-2,17,-6,-4,-1,-1,1,1,1,0,0
21/22,Leinster Rugby,home,win,1,21,8,141,474,17,6,19,220,16,8,23,1056,5,7,1,16,127,23,13,3,1,1,0,3,0,0,30,65,-6,2,13,104,-2,-2,1,19,0,3,0,2,-17,6,4,1,1,-1,-1,-1,0,0
21/22,Hollywoodbets Sharks,away,win,1,29,22,115,386,27,7,15,150,20,3,28,980,7,6,3,12,112,20,6,1,0,1,1,0,0,1,20,132,7,4,10,12,10,-3,-2,-272,-4,1,3,2,-20,-7,-4,1,0,1,1,0,0,0
21/22,Benetton Rugby,home,loss,0,7,-22,95,254,20,3,5,138,10,6,30,1252,11,5,0,10,132,27,10,0,0,0,0,0,0,1,-20,-132,-7,-4,-10,-12,-10,3,2,272,4,-1,-3,-2,20,7,4,-1,0,-1,-1,0,0,0
21/22,Zebre Parma,home,loss,0,7,-38,68,252,11,2,3,86,12,10,26,1084,8,5,3,7,148,21,13,3,2,2,1,0,0,0,-56,-230,-10,-3,-13,-72,-7,6,3,-72,0,1,-1,-10,58,10,6,-1,2,1,0,-1,0,-1
21/22,Vodacom Bulls,away,win,1,45,38,124,482,21,5,16,158,19,4,23,1156,8,4,4,17,90,11,7,4,0,1,1,1,0,1,56,230,10,3,13,72,7,-6,-3,72,0,-1,1,10,-58,-10,-6,1,-2,-1,0,1,0,1
21/22,Edinburgh Rugby,home,win,1,34,24,140,724,44,12,22,210,19,8,12,549,9,10,0,15,131,20,11,2,1,1,0,1,0,0,18,299,24,8,18,71,3,-3,-10,-69,1,4,0,6,15,-24,0,1,0,-2,0,1,0,0
21/22,Cardiff Rugby,away,loss,0,10,-24,122,425,20,4,4,139,16,11,22,618,8,6,0,9,116,44,11,1,1,3,0,0,0,0,-18,-299,-24,-8,-18,-71,-3,3,10,69,-1,-4,0,-6,-15,24,0,-1,0,2,0,-1,0,0
21/22,DHL Stormers,away,loss,0,17,-2,71,270,6,2,1,90,14,7,27,762,7,1,3,8,189,20,10,4,0,3,2,3,0,2,-81,-136,-14,-3,-12,-109,2,4,8,-53,0,-6,0,-4,95,14,6,2,0,3,2,3,0,2
21/22,Connacht Rugby,home,win,1,19,2,152,406,20,5,13,199,12,3,19,815,7,7,3,12,94,6,4,2,0,0,0,0,0,0,81,136,14,3,12,109,-2,-4,-8,53,0,6,0,4,-95,-14,-6,-2,0,-3,-2,-3,0,-2
21/22,Ospreys,away,loss,0,19,-19,74,261,11,3,7,106,12,8,20,631,3,6,0,6,163,23,13,4,0,1,2,2,0,0,-66,-277,-12,-4,-2,-67,1,0,-1,69,-4,0,0,-10,82,12,4,2,0,0,1,0,0,0
21/22,Glasgow Warriors,home,win,1,38,19,140,538,23,7,9,173,11,8,21,562,7,6,0,16,81,11,9,2,0,1,1,2,0,0,66,277,12,4,2,67,-1,0,1,-69,4,0,0,10,-82,-12,-4,-2,0,0,-1,0,0,0
21/22,Ulster Rugby,away,loss,0,13,-5,97,187,9,0,1,118,9,7,23,654,5,8,3,17,224,14,9,0,0,4,0,3,0,1,-51,-117,-5,-1,-6,-22,-6,0,-5,-158,1,5,3,8,103,5,-3,-3,0,1,-2,-2,-1,1
21/22,Munster Rugby,home,win,1,18,5,148,304,14,1,7,140,15,7,28,812,4,3,0,9,121,9,12,3,0,3,2,5,1,0,51,117,5,1,6,22,6,0,5,158,-1,-5,-3,-8,-103,-5,3,3,0,-1,2,2,1,-1
21/22,Scarlets,home,loss,0,27,-11,123,363,5,7,7,136,18,8,24,1171,3,6,4,15,149,25,8,0,1,2,1,3,0,3,-6,-41,-20,-2,1,-23,11,3,-6,26,-7,-1,4,7,-1,20,-8,-1,-1,-1,1,1,0,2
21/22,Dragons RFC,away,win,1,38,11,129,404,25,9,6,159,7,5,30,1145,10,7,0,8,150,5,16,1,2,3,0,2,0,1,6,41,20,2,-1,23,-11,-3,6,-26,7,1,-4,-7,1,-20,8,1,1,1,-1,-1,0,-2
21/22,Glasgow Warriors,away,win,1,42,22,127,409,15,6,9,172,6,9,29,1349,5,2,2,10,173,7,10,0,0,2,0,4,0,1,2,97,7,3,3,37,-3,5,7,486,1,-3,-3,5,32,-8,-2,-1,0,-2,-1,1,0,0
21/22,Connacht Rugby,home,loss,0,20,-22,125,312,8,3,6,135,9,4,22,863,4,5,5,5,141,15,12,1,0,4,1,3,0,1,-2,-97,-7,-3,-3,-37,3,-5,-7,-486,-1,3,3,-5,-32,8,2,1,0,2,1,-1,0,0
21/22,Ulster Rugby,home,win,1,27,12,160,354,17,5,10,211,12,9,21,549,5,5,1,10,149,13,6,1,1,2,0,1,0,1,31,44,4,0,0,55,-1,3,7,189,-1,-2,1,3,-62,-4,-6,1,1,-1,0,-2,0,1
21/22,Scarlets,away,loss,0,15,-12,129,310,13,5,10,156,13,6,14,360,6,7,0,7,211,17,12,0,0,3,0,3,0,0,-31,-44,-4,0,0,-55,1,-3,-7,-189,1,2,-1,-3,62,4,6,-1,-1,1,0,2,0,-1
21/22,Cardiff Rugby,home,win,1,29,2,137,332,20,5,16,172,12,8,30,817,3,6,0,10,150,22,12,3,0,3,0,4,0,1,15,70,-2,3,9,34,3,3,13,281,1,-1,0,-4,-14,2,0,1,0,1,0,2,0,1
21/22,Leinster Rugby,away,loss,0,27,-2,122,262,22,2,7,138,9,5,17,536,2,7,0,14,164,20,12,2,0,2,0,2,0,0,-15,-70,2,-3,-9,-34,-3,-3,-13,-281,-1,1,0,4,14,-2,0,-1,0,-1,0,-2,0,-1
21/22,Ospreys,home,win,1,23,4,64,214,10,3,5,73,12,10,24,910,6,5,0,12,154,16,9,3,0,1,1,1,0,1,-54,-178,-6,0,-1,-53,-1,3,-2,196,-1,-2,0,-2,90,6,-4,0,0,-3,0,-1,0,1
21/22,Edinburgh Rugby,away,loss,0,19,-4,118,392,16,3,6,126,13,7,26,714,7,7,0,14,64,10,13,3,0,4,1,2,0,0,54,178,6,0,1,53,1,-3,2,-196,1,2,0,2,-90,-6,4,0,0,3,0,1,0,-1
21/22,Vodacom Bulls,home,win,1,21,8,109,348,20,3,11,142,19,10,20,838,7,7,2,19,56,7,13,6,0,2,0,0,0,0,56,138,13,2,8,95,1,2,-4,-76,0,-1,-1,9,-68,-13,-4,3,0,-2,0,-6,0,0
21/22,Emirates Lions,away,loss,0,13,-8,53,210,7,1,3,47,18,8,24,914,7,8,3,10,124,20,17,3,0,4,0,6,0,0,-56,-138,-13,-2,-8,-95,-1,-2,4,76,0,1,1,-9,68,13,4,-3,0,2,0,6,0,0
21/22,DHL Stormers,home,win,1,20,10,101,318,19,8,9,127,18,7,26,895,3,4,2,14,79,11,9,4,0,1,1,1,0,0,27,43,8,5,2,24,7,5,1,79,-5,-3,0,5,-13,-8,-2,3,0,-4,1,-1,0,0
21/22,Hollywoodbets Sharks,away,loss,0,10,-10,74,275,11,3,7,103,11,2,25,816,8,7,2,9,92,19,11,1,0,5,0,2,0,0,-27,-43,-8,-5,-2,-24,-7,-5,-1,-79,5,3,0,-5,13,8,2,-3,0,4,-1,1,0,0
21/22,Zebre Parma,home,loss,0,17,-17,96,195,16,4,5,107,10,4,19,547,8,3,2,11,106,20,10,3,0,3,1,1,0,0,4,-124,-4,0,-5,-8,1,-1,0,-196,3,-2,1,-2,-19,4,-1,0,0,2,1,0,0,0
21/22,Munster Rugby,away,win,1,34,17,92,319,20,4,10,115,9,5,19,743,5,5,1,13,125,16,11,3,0,1,0,1,0,0,-4,124,4,0,5,8,-1,1,0,196,-3,2,-1,2,19,-4,1,0,0,-2,-1,0,0,0
21/22,Emirates Lions,home,loss,0,37,-10,106,338,12,8,7,103,19,8,18,640,3,7,3,8,64,16,7,2,0,1,0,2,0,0,18,8,-4,-1,-10,-3,6,-2,-7,-303,-4,1,3,-1,-41,4,-5,1,0,-4,0,-1,0,0
21/22,Hollywoodbets Sharks,away,win,1,47,10,88,330,16,9,17,106,13,10,25,943,7,6,0,9,105,12,12,1,0,5,0,3,0,0,-18,-8,4,1,10,3,-6,2,7,303,4,-1,-3,1,41,-4,5,-1,0,4,0,1,0,0
21/22,Vodacom Bulls,away,loss,0,17,-2,110,384,21,5,12,103,21,4,28,940,7,9,2,15,87,25,8,2,0,2,1,0,0,0,24,20,-4,-2,0,-19,11,-6,-6,-137,-1,2,-1,6,-47,4,0,1,0,-1,1,-2,0,-1
21/22,DHL Stormers,home,win,1,19,2,86,364,25,7,12,122,10,10,34,1077,8,7,3,9,134,21,8,1,0,3,0,2,0,1,-24,-20,4,2,0,19,-11,6,6,137,1,-2,1,-6,47,-4,0,-1,0,1,-1,2,0,1
21/22,Vodacom Bulls,home,loss,0,22,-7,133,432,22,7,20,147,17,8,10,384,3,5,2,10,47,15,12,2,0,4,0,1,1,0,79,193,7,5,15,76,9,0,-10,-369,-4,-4,-1,-6,-93,-7,-2,2,0,-1,0,-1,0,-1
21/22,Hollywoodbets Sharks,away,win,1,29,7,54,239,15,2,5,71,8,8,20,753,7,9,3,16,140,22,14,0,0,5,0,2,1,1,-79,-193,-7,-5,-15,-76,-9,0,10,369,4,4,1,6,93,7,2,-2,0,1,0,1,0,1
21/22,Emirates Lions,away,win,1,37,18,95,527,17,10,16,116,15,8,16,589,9,5,2,4,188,24,14,1,0,6,0,4,0,3,-63,-3,-7,4,-4,-71,-11,0,-3,-52,6,0,1,-10,111,7,4,-2,0,3,0,3,0,1
21/22,DHL Stormers,home,loss,0,19,-18,158,530,24,6,20,187,26,8,19,641,3,5,1,14,77,17,10,3,0,3,0,1,0,2,63,3,7,-4,4,71,11,0,3,52,-6,0,-1,10,-111,-7,-4,2,0,-3,0,-3,0,-1
21/22,Leinster Rugby,home,win,1,29,22,155,562,12,3,13,157,15,3,24,1045,5,5,0,17,111,13,13,3,1,3,1,1,0,0,68,292,-1,1,8,28,2,-3,4,-64,1,2,-4,4,-64,1,-1,-2,0,0,-1,-3,0,-1
21/22,Ospreys,away,loss,0,7,-22,87,270,13,2,5,129,13,6,20,1109,4,3,4,13,175,12,14,5,1,3,2,4,0,1,-68,-292,1,-1,-8,-28,-2,3,-4,64,-1,-2,4,-4,64,-1,1,2,0,0,1,3,0,1
21/22,Edinburgh Rugby,away,loss,0,20,-14,129,311,19,3,4,161,14,5,19,915,5,6,2,14,74,12,11,1,0,1,0,4,0,0,52,53,7,-1,-3,63,3,-4,0,-83,0,4,1,4,-109,-7,-3,0,0,-4,0,1,0,0
21/22,Munster Rugby,home,win,1,34,14,77,258,12,4,7,98,11,9,19,998,5,2,1,10,183,19,14,1,0,5,0,3,0,0,-52,-53,-7,1,3,-63,-3,4,0,83,0,-4,-1,-4,109,7,3,0,0,4,0,-1,0,0
21/22,Zebre Parma,away,loss,0,14,-28,126,341,24,3,9,167,20,8,24,607,8,7,0,14,164,25,7,3,0,2,1,2,0,1,-8,-80,-1,-6,1,20,3,-2,-5,-2,0,-1,-1,5,2,1,1,0,0,1,0,2,0,0
21/22,Cardiff Rugby,home,win,1,42,28,134,421,25,9,8,147,17,10,29,609,8,8,1,9,162,24,6,3,0,1,1,0,0,1,8,80,1,6,-1,-20,-3,2,5,2,0,1,1,-5,-2,-1,-1,0,0,-1,0,-2,0,0
21/22,Dragons RFC,home,loss,0,0,-12,121,220,10,0,5,161,15,9,33,1064,8,6,5,9,126,10,16,5,0,1,1,3,0,1,26,-50,0,-1,-2,72,4,3,5,-135,-1,-2,-5,0,-14,0,9,4,0,1,0,3,0,1
21/22,Ulster Rugby,away,win,1,12,12,95,270,10,1,7,89,11,6,28,1199,9,8,10,9,140,10,7,1,0,0,1,0,0,0,-26,50,0,1,2,-72,-4,-3,-5,135,1,2,5,0,14,0,-9,-4,0,-1,0,-3,0,-1
21/22,Connacht Rugby,away,win,1,29,6,102,367,11,2,7,118,11,3,28,1190,9,10,2,11,166,6,15,1,0,4,0,2,1,1,-13,13,5,0,1,-13,1,-3,-2,23,5,6,-1,-4,52,-5,5,0,-3,2,0,2,1,1
21/22,Scarlets,home,loss,0,23,-6,115,354,6,2,6,131,10,6,30,1167,4,4,3,15,114,11,10,1,3,2,0,0,0,0,13,-13,-5,0,-1,13,-1,3,2,-23,-5,-6,1,4,-52,5,-5,0,3,-2,0,-2,-1,-1
21/22,Emirates Lions,home,loss,0,10,-22,96,424,9,5,12,114,20,8,24,833,6,6,4,6,83,24,8,0,0,3,0,2,0,0,-2,-49,-15,-4,-6,-32,6,-1,-8,-246,2,1,3,-11,-18,15,1,-1,-1,2,-1,1,0,-1
21/22,DHL Stormers,away,win,1,32,22,98,473,24,9,18,146,14,9,32,1079,4,5,1,17,101,9,7,1,1,1,1,1,0,1,2,49,15,4,6,32,-6,1,8,246,-2,-1,-3,11,18,-15,-1,1,1,-2,1,-1,0,1
21/22,Vodacom Bulls,away,loss,0,16,-14,67,245,6,5,6,109,20,7,20,678,4,6,2,13,69,9,15,6,0,3,0,3,0,1,-2,-105,-3,-1,3,30,4,1,-4,-259,-4,-3,0,3,6,3,4,6,-2,3,-1,0,0,1
21/22,Hollywoodbets Sharks,home,win,1,30,14,69,350,9,6,3,79,16,6,24,937,8,9,2,10,63,6,11,0,2,0,1,3,0,0,2,105,3,1,-3,-30,-4,-1,4,259,4,3,0,-3,-6,-3,-4,-6,2,-3,1,0,0,-1
21/22,Benetton Rugby,away,loss,0,3,-10,94,299,10,0,6,117,18,9,30,1048,4,5,2,16,181,22,11,4,0,3,1,1,0,1,-49,-16,-12,-2,-3,-61,0,2,-11,-559,-7,2,1,4,64,12,4,2,-2,2,-3,0,0,1
21/22,Glasgow Warriors,home,win,1,13,10,143,315,22,2,9,178,18,7,41,1607,11,3,1,12,117,10,7,2,2,1,4,1,0,0,49,16,12,2,3,61,0,-2,11,559,7,-2,-1,-4,-64,-12,-4,-2,2,-2,3,0,0,-1
21/22,Munster Rugby,home,win,1,64,61,157,760,38,16,16,235,13,6,23,853,3,4,1,17,90,7,9,0,1,0,0,2,0,0,84,574,31,14,13,136,2,-2,4,145,-4,-3,-4,9,-76,-31,0,-1,1,-1,0,-3,0,0
